Hour,Day_of_Week,Month,Weather_Condition,Precipitation,Special_Event,Temperature_C,Parking_Duration_Min,Parking_Zone_ID,Available_Binary
5,4,12,Cloudy,0,0,13.7,15,Zone_B_University,Available
11,1,9,Heavy Rain,1,0,19.4,60,Zone_C_Shopping,Available
23,5,12,Sunny,0,0,18.9,180,Zone_A_Downtown,Unavailable
20,5,4,Overcast,0,0,19.6,120,Zone_C_Shopping,Unavailable
7,2,11,Light Rain,1,0,7.1,240,Zone_C_Shopping,Available
3,6,6,Heavy Rain,1,1,17.4,15,Zone_A_Downtown,Unavailable
7,1,4,Overcast,0,0,12.0,360,Zone_C_Shopping,Unavailable
17,2,2,Cloudy,0,0,11.0,120,Zone_A_Downtown,Available
4,3,6,Sunny,0,0,8.2,180,Zone_E_Airport,Available
8,6,12,Heavy Rain,1,0,14.7,30,Zone_E_Airport,Available
3,4,7,Heavy Rain,1,0,-3.6,480,Zone_A_Downtown,Available
21,1,4,Light Rain,1,0,14.7,60,Zone_A_Downtown,Available
16,5,12,Heavy Rain,1,0,14.7,120,Zone_A_Downtown,Available
8,2,11,Sunny,0,1,20.5,360,Zone_B_University,Unavailable
0,5,7,Overcast,0,0,13.1,15,Zone_A_Downtown,Available
20,1,11,Sunny,0,0,23.0,90,Zone_D_Residential,Available
19,5,8,Light Rain,1,0,8.9,120,Zone_E_Airport,Available
12,2,11,Sunny,0,0,7.9,180,Zone_E_Airport,Available
15,6,3,Sunny,0,0,24.8,60,Zone_A_Downtown,Available
12,2,2,Light Rain,1,1,7.4,90,Zone_E_Airport,Unavailable
13,0,5,Overcast,0,0,-5.7,60,Zone_A_Downtown,Available
2,5,2,Heavy Rain,1,0,24.9,90,Zone_A_Downtown,Unavailable
5,0,10,Overcast,0,1,25.6,240,Zone_E_Airport,Available
17,6,5,Cloudy,0,0,10.7,480,Zone_E_Airport,Unavailable
18,0,10,Cloudy,0,0,11.5,480,Zone_D_Residential,Unavailable
4,5,6,Heavy Rain,1,0,8.0,120,Zone_C_Shopping,Unavailable
14,1,8,Overcast,0,0,27.0,180,Zone_D_Residential,Unavailable
1,3,6,Light Rain,1,0,24.3,480,Zone_D_Residential,Available
9,6,4,Sunny,0,0,7.7,90,Zone_E_Airport,Unavailable
23,2,3,Cloudy,0,0,13.2,240,Zone_D_Residential,Available
17,4,2,Heavy Rain,1,0,26.4,60,Zone_E_Airport,Unavailable
12,6,1,Sunny,0,0,28.5,480,Zone_B_University,Available
4,0,2,Cloudy,0,0,15.4,480,Zone_A_Downtown,Available
22,1,2,Cloudy,0,0,16.6,120,Zone_C_Shopping,Available
23,5,5,Overcast,0,0,12.5,90,Zone_B_University,Available
0,1,9,Sunny,0,0,8.2,480,Zone_A_Downtown,Available
21,1,1,Overcast,0,0,17.8,120,Zone_A_Downtown,Available
0,5,4,Heavy Rain,1,0,25.9,15,Zone_C_Shopping,Unavailable
17,4,10,Sunny,0,0,6.0,30,Zone_D_Residential,Available
14,5,7,Cloudy,0,0,14.8,240,Zone_A_Downtown,Unavailable
16,4,11,Sunny,0,0,14.4,60,Zone_C_Shopping,Unavailable
10,5,10,Cloudy,0,0,2.4,15,Zone_E_Airport,Available
20,0,3,Cloudy,0,0,13.4,480,Zone_A_Downtown,Available
21,4,8,Overcast,0,0,11.8,90,Zone_A_Downtown,Available
16,0,3,Sunny,0,0,9.7,60,Zone_D_Residential,Available
12,6,8,Cloudy,0,0,24.3,120,Zone_D_Residential,Available
0,4,2,Overcast,0,0,9.9,15,Zone_E_Airport,Available
1,4,5,Heavy Rain,1,0,6.0,15,Zone_A_Downtown,Available
8,5,4,Sunny,0,0,18.7,15,Zone_D_Residential,Available
2,4,11,Overcast,0,1,15.5,240,Zone_C_Shopping,Available
0,0,9,Cloudy,0,0,13.8,240,Zone_A_Downtown,Available
20,6,3,Sunny,0,1,18.8,480,Zone_C_Shopping,Unavailable
15,5,12,Overcast,0,1,12.1,120,Zone_B_University,Available
22,2,11,Overcast,0,0,10.7,30,Zone_E_Airport,Available
5,6,5,Overcast,0,0,7.1,480,Zone_D_Residential,Available
16,6,10,Sunny,0,1,20.0,90,Zone_B_University,Unavailable
4,0,9,Light Rain,1,1,24.6,120,Zone_D_Residential,Available
4,6,6,Sunny,0,1,31.8,15,Zone_B_University,Available
5,2,2,Sunny,0,1,18.6,30,Zone_D_Residential,Unavailable
2,1,1,Overcast,0,0,27.3,360,Zone_E_Airport,Available
20,5,12,Sunny,0,0,8.0,30,Zone_A_Downtown,Available
22,1,11,Sunny,0,0,6.1,360,Zone_C_Shopping,Available
4,5,1,Cloudy,0,0,3.6,15,Zone_B_University,Available
20,6,7,Overcast,0,1,13.2,480,Zone_C_Shopping,Unavailable
4,5,12,Cloudy,0,0,10.4,480,Zone_C_Shopping,Unavailable
9,0,2,Overcast,0,0,26.6,480,Zone_D_Residential,Available
9,2,7,Light Rain,1,1,9.9,180,Zone_A_Downtown,Unavailable
18,5,1,Heavy Rain,1,0,10.6,30,Zone_D_Residential,Unavailable
16,2,4,Sunny,0,0,19.8,15,Zone_C_Shopping,Available
20,5,10,Overcast,0,0,22.0,180,Zone_E_Airport,Available
13,2,11,Sunny,0,0,17.4,90,Zone_A_Downtown,Unavailable
8,1,4,Light Rain,1,0,19.3,360,Zone_A_Downtown,Unavailable
13,0,5,Light Rain,1,0,19.4,360,Zone_C_Shopping,Available
0,5,10,Cloudy,0,0,28.9,30,Zone_D_Residential,Available
18,3,1,Overcast,0,0,-1.8,30,Zone_E_Airport,Available
12,2,7,Light Rain,1,0,8.0,90,Zone_B_University,Available
12,2,11,Cloudy,0,1,25.5,480,Zone_D_Residential,Available
3,3,2,Overcast,0,0,12.5,180,Zone_A_Downtown,Available
0,0,12,Light Rain,1,1,19.0,240,Zone_D_Residential,Unavailable
16,2,11,Light Rain,1,0,-6.7,60,Zone_B_University,Unavailable
7,0,11,Cloudy,0,0,7.0,240,Zone_E_Airport,Unavailable
1,2,2,Heavy Rain,1,0,-1.9,60,Zone_E_Airport,Available
7,6,8,Overcast,0,0,7.3,30,Zone_B_University,Available
6,4,9,Sunny,0,1,9.9,30,Zone_B_University,Available
1,6,6,Overcast,0,0,15.0,480,Zone_C_Shopping,Available
21,2,11,Sunny,0,0,23.1,240,Zone_A_Downtown,Available
21,4,1,Cloudy,0,0,18.4,120,Zone_C_Shopping,Unavailable
2,5,1,Light Rain,1,0,17.6,60,Zone_D_Residential,Available
17,0,11,Heavy Rain,1,0,8.9,360,Zone_B_University,Available
11,2,7,Light Rain,1,0,3.0,30,Zone_C_Shopping,Available
0,1,8,Cloudy,0,0,11.4,60,Zone_A_Downtown,Available
21,1,3,Cloudy,0,0,5.8,120,Zone_A_Downtown,Unavailable
11,3,9,Heavy Rain,1,0,5.0,15,Zone_B_University,Available
4,1,4,Heavy Rain,1,0,0.9,180,Zone_C_Shopping,Available
16,4,4,Heavy Rain,1,0,12.8,30,Zone_E_Airport,Unavailable
15,1,3,Cloudy,0,0,13.5,240,Zone_B_University,Unavailable
14,1,8,Light Rain,1,1,22.1,240,Zone_D_Residential,Unavailable
22,1,9,Light Rain,1,0,22.4,15,Zone_C_Shopping,Available
14,2,1,Sunny,0,0,17.4,90,Zone_C_Shopping,Available
4,3,2,Sunny,0,1,35.0,15,Zone_B_University,Unavailable
20,0,1,Light Rain,1,0,7.4,240,Zone_C_Shopping,Available
13,3,4,Cloudy,0,0,9.5,120,Zone_C_Shopping,Available
1,4,10,Sunny,0,0,10.6,360,Zone_D_Residential,Available
10,2,7,Sunny,0,0,10.1,15,Zone_D_Residential,Unavailable
18,5,7,Cloudy,0,0,-0.8,90,Zone_E_Airport,Unavailable
6,2,12,Sunny,0,0,7.5,480,Zone_D_Residential,Unavailable
5,6,6,Sunny,0,0,15.6,15,Zone_E_Airport,Available
1,1,11,Sunny,0,0,21.3,60,Zone_D_Residential,Available
5,1,5,Light Rain,1,0,2.1,30,Zone_E_Airport,Available
17,4,11,Sunny,0,0,2.9,480,Zone_D_Residential,Unavailable
1,5,4,Cloudy,0,0,4.6,120,Zone_D_Residential,Unavailable
17,6,12,Cloudy,0,0,16.1,180,Zone_B_University,Available
14,2,8,Light Rain,1,0,4.9,360,Zone_D_Residential,Available
18,5,7,Sunny,0,0,1.4,480,Zone_E_Airport,Unavailable
1,0,11,Cloudy,0,1,1.2,360,Zone_B_University,Available
19,3,11,Sunny,0,0,10.4,360,Zone_E_Airport,Available
5,2,10,Heavy Rain,1,0,12.4,15,Zone_D_Residential,Available
0,5,1,Overcast,0,0,18.9,15,Zone_D_Residential,Unavailable
23,0,6,Sunny,0,0,17.9,360,Zone_E_Airport,Available
14,0,2,Light Rain,1,0,21.0,15,Zone_C_Shopping,Available
22,6,4,Sunny,0,0,12.3,120,Zone_B_University,Available
9,6,5,Cloudy,0,0,5.6,90,Zone_B_University,Available
18,3,8,Overcast,0,0,14.7,120,Zone_D_Residential,Available
16,0,6,Cloudy,0,0,1.9,360,Zone_B_University,Unavailable
4,4,11,Overcast,0,0,16.3,360,Zone_E_Airport,Unavailable
3,0,2,Sunny,0,0,15.5,90,Zone_D_Residential,Available
9,5,5,Light Rain,1,0,22.2,360,Zone_B_University,Available
23,6,5,Cloudy,0,0,20.1,120,Zone_A_Downtown,Available
16,4,6,Sunny,0,0,16.7,90,Zone_B_University,Unavailable
9,6,1,Overcast,0,0,-1.4,240,Zone_E_Airport,Unavailable
16,6,8,Heavy Rain,1,0,8.9,60,Zone_B_University,Available
19,6,3,Cloudy,0,1,17.5,120,Zone_C_Shopping,Unavailable
23,0,5,Overcast,0,0,24.2,120,Zone_C_Shopping,Unavailable
4,1,7,Overcast,0,0,17.9,120,Zone_D_Residential,Available
1,0,3,Light Rain,1,0,1.8,30,Zone_C_Shopping,Unavailable
5,6,10,Sunny,0,0,25.8,240,Zone_E_Airport,Available
20,4,6,Overcast,0,0,13.1,240,Zone_A_Downtown,Available
1,0,5,Overcast,0,0,16.6,360,Zone_A_Downtown,Available
12,6,7,Sunny,0,0,17.2,240,Zone_D_Residential,Unavailable
10,6,10,Cloudy,0,0,7.3,15,Zone_D_Residential,Unavailable
10,0,11,Cloudy,0,0,5.8,480,Zone_C_Shopping,Available
15,0,3,Light Rain,1,0,14.5,90,Zone_E_Airport,Available
10,4,2,Light Rain,1,0,5.9,15,Zone_C_Shopping,Unavailable
18,0,4,Sunny,0,1,8.1,30,Zone_E_Airport,Unavailable
14,3,3,Sunny,0,0,9.9,360,Zone_E_Airport,Unavailable
22,5,4,Overcast,0,0,-2.2,360,Zone_A_Downtown,Available
22,3,7,Overcast,0,0,17.9,480,Zone_E_Airport,Unavailable
15,4,5,Sunny,0,0,22.1,480,Zone_B_University,Unavailable
10,1,4,Cloudy,0,0,16.9,360,Zone_E_Airport,Available
21,3,6,Light Rain,1,0,-3.5,90,Zone_A_Downtown,Available
15,6,7,Sunny,0,0,15.7,240,Zone_C_Shopping,Unavailable
7,5,12,Cloudy,0,0,21.3,480,Zone_E_Airport,Unavailable
3,2,11,Overcast,0,1,8.8,180,Zone_B_University,Unavailable
7,5,5,Light Rain,1,0,14.9,180,Zone_D_Residential,Unavailable
3,3,12,Overcast,0,0,16.9,15,Zone_C_Shopping,Available
23,2,7,Cloudy,0,0,5.7,480,Zone_D_Residential,Available
2,4,3,Heavy Rain,1,0,5.5,30,Zone_B_University,Available
2,5,7,Sunny,0,0,-3.5,60,Zone_A_Downtown,Available
17,1,12,Cloudy,0,0,7.8,120,Zone_A_Downtown,Unavailable
18,2,3,Cloudy,0,0,5.2,120,Zone_C_Shopping,Unavailable
18,2,6,Sunny,0,0,10.1,120,Zone_E_Airport,Unavailable
20,5,8,Overcast,0,0,19.5,90,Zone_E_Airport,Unavailable
4,3,6,Sunny,0,0,18.6,120,Zone_D_Residential,Available
17,2,10,Cloudy,0,0,2.9,60,Zone_A_Downtown,Unavailable
9,4,11,Cloudy,0,0,9.6,15,Zone_E_Airport,Available
21,5,3,Light Rain,1,0,13.1,240,Zone_E_Airport,Unavailable
20,4,12,Heavy Rain,1,0,-8.6,30,Zone_A_Downtown,Available
5,5,5,Sunny,0,0,11.6,360,Zone_A_Downtown,Available
0,4,9,Heavy Rain,1,0,10.1,15,Zone_B_University,Available
4,3,8,Heavy Rain,1,0,10.1,180,Zone_D_Residential,Available
8,5,6,Sunny,0,0,14.6,15,Zone_A_Downtown,Unavailable
11,6,9,Heavy Rain,1,0,3.0,360,Zone_B_University,Available
13,1,2,Overcast,0,0,16.0,30,Zone_A_Downtown,Available
1,3,11,Light Rain,1,0,13.5,360,Zone_C_Shopping,Available
16,4,9,Heavy Rain,1,0,24.0,90,Zone_C_Shopping,Unavailable
13,5,10,Light Rain,1,0,12.1,60,Zone_C_Shopping,Unavailable
12,3,10,Cloudy,0,0,23.3,30,Zone_A_Downtown,Available
8,4,6,Overcast,0,0,24.1,90,Zone_E_Airport,Available
14,0,9,Cloudy,0,0,15.0,30,Zone_E_Airport,Available
21,0,12,Cloudy,0,0,11.3,60,Zone_C_Shopping,Unavailable
14,2,4,Sunny,0,0,6.5,30,Zone_D_Residential,Available
23,1,5,Cloudy,0,0,14.4,30,Zone_B_University,Available
10,0,2,Light Rain,1,0,26.4,480,Zone_C_Shopping,Unavailable
15,6,3,Light Rain,1,0,14.5,15,Zone_B_University,Available
16,4,1,Heavy Rain,1,1,15.0,60,Zone_B_University,Unavailable
3,3,4,Sunny,0,0,24.4,15,Zone_C_Shopping,Available
0,5,12,Overcast,0,0,26.7,60,Zone_E_Airport,Available
7,3,2,Overcast,0,0,12.0,15,Zone_D_Residential,Unavailable
16,2,12,Sunny,0,0,15.5,480,Zone_C_Shopping,Available
2,3,2,Cloudy,0,0,5.2,120,Zone_B_University,Available
19,0,1,Cloudy,0,0,13.9,90,Zone_A_Downtown,Available
14,3,10,Heavy Rain,1,1,16.4,360,Zone_A_Downtown,Available
14,0,12,Heavy Rain,1,1,12.1,15,Zone_B_University,Unavailable
23,0,2,Light Rain,1,0,7.0,480,Zone_C_Shopping,Available
21,1,4,Cloudy,0,0,5.7,30,Zone_E_Airport,Available
13,2,6,Sunny,0,0,19.6,360,Zone_C_Shopping,Available
22,6,12,Heavy Rain,1,0,15.6,240,Zone_D_Residential,Available
13,6,7,Sunny,0,0,12.7,30,Zone_A_Downtown,Unavailable
23,4,7,Cloudy,0,0,1.4,180,Zone_B_University,Unavailable
1,6,7,Sunny,0,0,11.7,120,Zone_E_Airport,Available
12,0,4,Heavy Rain,1,0,9.3,240,Zone_C_Shopping,Available
13,5,12,Sunny,0,1,0.9,30,Zone_D_Residential,Available
23,2,5,Sunny,0,0,20.0,480,Zone_C_Shopping,Available
18,4,11,Light Rain,1,0,18.0,60,Zone_D_Residential,Unavailable
6,6,12,Sunny,0,0,13.5,15,Zone_C_Shopping,Unavailable
2,6,3,Heavy Rain,1,0,-0.1,360,Zone_E_Airport,Available
14,5,1,Cloudy,0,0,19.2,240,Zone_E_Airport,Available
22,3,8,Heavy Rain,1,0,13.7,240,Zone_B_University,Available
13,2,10,Overcast,0,0,13.3,90,Zone_E_Airport,Unavailable
10,5,11,Overcast,0,0,13.5,60,Zone_D_Residential,Available
14,6,7,Heavy Rain,1,0,6.0,480,Zone_B_University,Available
12,2,9,Cloudy,0,0,12.2,60,Zone_E_Airport,Available
17,2,10,Cloudy,0,0,20.9,240,Zone_A_Downtown,Unavailable
5,6,4,Sunny,0,0,-0.2,240,Zone_D_Residential,Available
2,3,12,Sunny,0,0,20.0,240,Zone_B_University,Available
18,3,12,Light Rain,1,0,15.1,15,Zone_D_Residential,Available
14,6,5,Sunny,0,0,16.8,30,Zone_B_University,Unavailable
22,2,5,Cloudy,0,0,10.7,30,Zone_D_Residential,Available
4,5,7,Cloudy,0,0,10.8,60,Zone_A_Downtown,Available
9,1,9,Overcast,0,0,1.6,90,Zone_E_Airport,Unavailable
6,0,8,Sunny,0,1,9.3,15,Zone_C_Shopping,Unavailable
16,3,7,Light Rain,1,0,14.6,120,Zone_C_Shopping,Available
6,6,1,Sunny,0,0,24.0,15,Zone_C_Shopping,Available
21,1,12,Light Rain,1,0,14.1,240,Zone_B_University,Available
11,3,10,Light Rain,1,0,1.2,240,Zone_E_Airport,Unavailable
16,2,6,Sunny,0,0,11.7,30,Zone_B_University,Unavailable
12,6,10,Light Rain,1,1,7.3,90,Zone_B_University,Unavailable
19,1,9,Overcast,0,0,11.5,480,Zone_B_University,Available
3,6,7,Light Rain,1,0,12.8,15,Zone_B_University,Available
9,5,1,Cloudy,0,0,27.8,180,Zone_E_Airport,Available
2,5,9,Sunny,0,0,15.1,15,Zone_C_Shopping,Available
8,4,3,Heavy Rain,1,0,15.0,180,Zone_D_Residential,Unavailable
12,0,9,Light Rain,1,0,15.7,15,Zone_B_University,Unavailable
17,0,4,Sunny,0,0,7.3,60,Zone_E_Airport,Unavailable
14,3,9,Heavy Rain,1,0,24.1,90,Zone_A_Downtown,Unavailable
3,0,8,Heavy Rain,1,1,15.1,120,Zone_D_Residential,Available
14,6,7,Cloudy,0,0,10.1,240,Zone_B_University,Unavailable
21,6,4,Sunny,0,0,16.8,30,Zone_B_University,Available
1,4,9,Overcast,0,0,23.2,180,Zone_D_Residential,Available
14,5,4,Heavy Rain,1,0,14.8,90,Zone_D_Residential,Available
7,1,1,Sunny,0,0,12.1,180,Zone_B_University,Available
7,1,6,Overcast,0,0,12.4,240,Zone_E_Airport,Available
16,5,4,Overcast,0,0,18.0,240,Zone_A_Downtown,Available
11,2,10,Sunny,0,0,15.8,120,Zone_E_Airport,Unavailable
18,5,3,Cloudy,0,0,14.0,240,Zone_C_Shopping,Unavailable
9,1,12,Sunny,0,0,10.7,60,Zone_C_Shopping,Available
8,3,5,Overcast,0,0,14.5,120,Zone_C_Shopping,Available
4,4,3,Cloudy,0,0,0.8,120,Zone_B_University,Available
5,5,11,Sunny,0,0,22.2,30,Zone_A_Downtown,Unavailable
19,2,9,Light Rain,1,0,12.7,90,Zone_A_Downtown,Available
1,3,12,Cloudy,0,0,3.6,30,Zone_B_University,Available
23,5,6,Overcast,0,0,9.6,480,Zone_B_University,Available
12,3,3,Light Rain,1,0,18.4,480,Zone_B_University,Unavailable
5,5,5,Sunny,0,1,24.4,15,Zone_A_Downtown,Unavailable
4,3,8,Sunny,0,0,16.2,30,Zone_B_University,Available
0,6,8,Sunny,0,0,17.3,360,Zone_D_Residential,Available
20,0,6,Cloudy,0,0,9.1,60,Zone_D_Residential,Unavailable
21,3,5,Light Rain,1,0,27.5,60,Zone_D_Residential,Available
20,6,5,Light Rain,1,0,10.7,180,Zone_B_University,Available
5,0,1,Light Rain,1,0,12.7,120,Zone_D_Residential,Available
5,1,2,Light Rain,1,0,12.8,90,Zone_B_University,Unavailable
22,0,12,Sunny,0,0,25.0,240,Zone_D_Residential,Available
15,3,11,Cloudy,0,0,15.0,15,Zone_B_University,Available
3,4,4,Sunny,0,0,18.9,15,Zone_E_Airport,Available
10,4,6,Sunny,0,0,7.9,15,Zone_C_Shopping,Available
23,1,11,Cloudy,0,0,15.7,360,Zone_E_Airport,Unavailable
22,3,7,Cloudy,0,0,8.1,480,Zone_C_Shopping,Available
8,0,1,Overcast,0,0,7.6,60,Zone_C_Shopping,Available
22,4,8,Sunny,0,0,17.4,15,Zone_D_Residential,Available
2,5,12,Overcast,0,0,9.8,480,Zone_C_Shopping,Available
18,2,1,Sunny,0,0,7.0,60,Zone_C_Shopping,Available
7,3,9,Cloudy,0,0,22.1,480,Zone_E_Airport,Unavailable
4,6,4,Cloudy,0,0,5.7,90,Zone_C_Shopping,Available
3,6,12,Sunny,0,1,27.5,15,Zone_B_University,Available
23,5,7,Cloudy,0,0,20.5,120,Zone_B_University,Available
5,5,11,Sunny,0,1,25.9,240,Zone_D_Residential,Unavailable
1,3,6,Cloudy,0,0,6.5,180,Zone_E_Airport,Unavailable
19,2,9,Sunny,0,0,17.6,90,Zone_A_Downtown,Available
10,4,2,Heavy Rain,1,0,13.8,360,Zone_E_Airport,Available
3,2,11,Sunny,0,0,19.5,15,Zone_A_Downtown,Available
14,1,7,Heavy Rain,1,0,7.6,90,Zone_C_Shopping,Available
5,0,11,Cloudy,0,0,20.8,240,Zone_A_Downtown,Available
21,0,5,Cloudy,0,0,17.0,180,Zone_C_Shopping,Available
16,5,7,Light Rain,1,0,10.8,15,Zone_E_Airport,Unavailable
23,4,1,Overcast,0,1,-0.1,120,Zone_E_Airport,Available
5,2,11,Sunny,0,0,20.1,180,Zone_D_Residential,Available
18,5,11,Sunny,0,0,11.0,480,Zone_D_Residential,Unavailable
1,3,10,Light Rain,1,0,5.5,120,Zone_C_Shopping,Available
14,5,9,Sunny,0,0,8.4,120,Zone_C_Shopping,Unavailable
10,3,1,Overcast,0,0,17.1,360,Zone_B_University,Available
7,3,5,Heavy Rain,1,0,10.8,180,Zone_B_University,Available
18,1,8,Cloudy,0,0,13.3,360,Zone_B_University,Available
12,1,1,Sunny,0,0,14.2,180,Zone_E_Airport,Available
11,3,7,Sunny,0,0,4.1,480,Zone_A_Downtown,Unavailable
4,4,2,Sunny,0,0,16.7,360,Zone_C_Shopping,Available
5,1,7,Overcast,0,0,17.1,360,Zone_D_Residential,Unavailable
21,1,7,Overcast,0,0,29.0,15,Zone_C_Shopping,Available
3,0,9,Cloudy,0,0,17.3,90,Zone_A_Downtown,Available
18,5,6,Sunny,0,1,14.8,30,Zone_C_Shopping,Unavailable
19,0,4,Sunny,0,0,-1.1,240,Zone_D_Residential,Unavailable
0,4,7,Heavy Rain,1,0,17.4,180,Zone_D_Residential,Available
19,1,7,Sunny,0,0,26.8,240,Zone_A_Downtown,Unavailable
16,6,4,Cloudy,0,0,7.7,120,Zone_D_Residential,Unavailable
11,1,2,Sunny,0,0,0.1,60,Zone_E_Airport,Available
14,2,11,Sunny,0,0,6.4,90,Zone_D_Residential,Unavailable
0,4,9,Heavy Rain,1,0,18.1,15,Zone_A_Downtown,Available
13,6,8,Sunny,0,1,8.9,120,Zone_A_Downtown,Unavailable
5,5,5,Overcast,0,0,6.0,180,Zone_C_Shopping,Unavailable
4,5,5,Cloudy,0,0,14.3,240,Zone_D_Residential,Available
10,6,1,Overcast,0,0,13.8,360,Zone_D_Residential,Available
3,5,11,Light Rain,1,0,23.2,120,Zone_A_Downtown,Available
12,6,9,Sunny,0,0,8.6,15,Zone_C_Shopping,Available
10,4,11,Sunny,0,1,12.9,120,Zone_C_Shopping,Available
2,6,10,Sunny,0,0,-4.7,15,Zone_E_Airport,Available
0,6,11,Cloudy,0,0,7.7,360,Zone_E_Airport,Available
5,2,8,Cloudy,0,0,14.3,30,Zone_A_Downtown,Available
17,2,5,Heavy Rain,1,0,9.9,30,Zone_C_Shopping,Unavailable
23,0,10,Sunny,0,0,-5.8,180,Zone_C_Shopping,Available
9,4,6,Light Rain,1,1,17.0,480,Zone_E_Airport,Unavailable
4,4,12,Sunny,0,0,16.2,120,Zone_E_Airport,Available
22,2,10,Sunny,0,0,4.7,180,Zone_A_Downtown,Available
9,3,11,Overcast,0,0,17.6,60,Zone_C_Shopping,Available
11,3,10,Heavy Rain,1,0,1.8,480,Zone_A_Downtown,Available
1,0,8,Sunny,0,0,6.2,90,Zone_E_Airport,Available
12,3,6,Sunny,0,0,23.2,180,Zone_D_Residential,Available
7,3,10,Overcast,0,0,22.4,90,Zone_E_Airport,Available
1,3,4,Light Rain,1,0,17.5,180,Zone_C_Shopping,Unavailable
19,1,3,Light Rain,1,0,7.1,15,Zone_A_Downtown,Available
0,0,7,Sunny,0,0,15.6,15,Zone_C_Shopping,Available
4,2,2,Overcast,0,0,16.0,15,Zone_E_Airport,Unavailable
8,3,7,Cloudy,0,0,-1.9,30,Zone_E_Airport,Unavailable
16,5,1,Cloudy,0,0,3.6,240,Zone_B_University,Available
8,6,10,Sunny,0,0,20.7,60,Zone_E_Airport,Unavailable
10,1,5,Sunny,0,0,-8.7,15,Zone_C_Shopping,Unavailable
14,3,9,Heavy Rain,1,1,12.7,360,Zone_A_Downtown,Available
23,6,1,Cloudy,0,0,11.6,360,Zone_A_Downtown,Unavailable
5,6,8,Sunny,0,1,5.6,90,Zone_B_University,Available
22,1,9,Light Rain,1,1,12.1,240,Zone_C_Shopping,Unavailable
2,0,9,Overcast,0,1,12.0,30,Zone_E_Airport,Unavailable
16,5,8,Cloudy,0,0,13.1,180,Zone_D_Residential,Unavailable
4,5,4,Cloudy,0,1,10.9,480,Zone_A_Downtown,Available
11,5,7,Cloudy,0,0,16.5,240,Zone_C_Shopping,Unavailable
17,3,1,Sunny,0,0,17.9,180,Zone_B_University,Unavailable
13,1,7,Heavy Rain,1,0,5.1,30,Zone_D_Residential,Available
20,5,6,Cloudy,0,0,20.0,90,Zone_C_Shopping,Unavailable
23,6,5,Light Rain,1,0,10.6,180,Zone_E_Airport,Available
10,6,1,Overcast,0,0,-4.4,120,Zone_A_Downtown,Available
8,4,8,Overcast,0,0,8.4,120,Zone_E_Airport,Unavailable
1,4,10,Sunny,0,0,11.6,90,Zone_B_University,Available
11,1,1,Cloudy,0,0,0.4,360,Zone_A_Downtown,Unavailable
2,3,1,Overcast,0,0,11.0,360,Zone_D_Residential,Available
2,3,3,Sunny,0,0,9.4,120,Zone_A_Downtown,Available
0,0,8,Overcast,0,0,14.7,240,Zone_E_Airport,Available
7,0,8,Sunny,0,0,8.5,30,Zone_C_Shopping,Available
21,5,7,Light Rain,1,0,11.0,60,Zone_C_Shopping,Unavailable
7,2,5,Heavy Rain,1,0,19.7,480,Zone_C_Shopping,Unavailable
10,6,8,Overcast,0,0,14.4,240,Zone_B_University,Unavailable
8,0,2,Sunny,0,0,14.3,180,Zone_B_University,Available
4,3,8,Overcast,0,0,9.3,240,Zone_C_Shopping,Available
13,6,12,Overcast,0,0,4.1,180,Zone_D_Residential,Unavailable
2,2,11,Heavy Rain,1,0,16.5,30,Zone_E_Airport,Available
20,0,2,Sunny,0,0,3.8,60,Zone_D_Residential,Available
4,1,10,Light Rain,1,0,24.6,120,Zone_C_Shopping,Available
4,4,5,Sunny,0,0,3.5,30,Zone_E_Airport,Available
18,0,11,Light Rain,1,1,10.2,60,Zone_B_University,Unavailable
13,0,4,Light Rain,1,0,19.9,240,Zone_A_Downtown,Unavailable
3,1,1,Light Rain,1,0,11.4,30,Zone_A_Downtown,Available
12,3,5,Overcast,0,0,15.1,180,Zone_E_Airport,Unavailable
9,5,7,Cloudy,0,0,13.2,120,Zone_D_Residential,Unavailable
17,1,1,Light Rain,1,0,0.2,60,Zone_E_Airport,Unavailable
7,5,2,Cloudy,0,0,4.2,360,Zone_D_Residential,Available
7,0,12,Sunny,0,0,9.9,180,Zone_D_Residential,Available
6,3,9,Heavy Rain,1,0,11.2,480,Zone_A_Downtown,Available
7,2,12,Cloudy,0,0,17.8,15,Zone_B_University,Available
13,0,5,Overcast,0,0,12.6,60,Zone_C_Shopping,Unavailable
18,1,7,Sunny,0,0,10.9,360,Zone_B_University,Available
5,2,2,Sunny,0,0,8.9,15,Zone_C_Shopping,Available
0,4,7,Overcast,0,0,18.5,360,Zone_A_Downtown,Available
22,2,7,Overcast,0,1,6.6,120,Zone_C_Shopping,Available
14,1,7,Cloudy,0,0,2.9,360,Zone_D_Residential,Unavailable
0,6,5,Cloudy,0,0,10.7,240,Zone_E_Airport,Unavailable
16,2,9,Cloudy,0,1,18.7,480,Zone_C_Shopping,Unavailable
0,1,2,Light Rain,1,1,7.3,240,Zone_B_University,Unavailable
14,6,4,Cloudy,0,0,13.7,90,Zone_A_Downtown,Available
22,0,2,Heavy Rain,1,0,4.5,15,Zone_A_Downtown,Unavailable
1,6,8,Sunny,0,0,6.0,30,Zone_E_Airport,Available
13,3,12,Heavy Rain,1,0,23.5,30,Zone_D_Residential,Available
