Hour,Day_of_Week,Day_Name,Month,Parking_Zone_ID,Weather_Condition,Temperature_C,Precipitation,Special_Event,Parking_Duration_Min,Occupancy_Rate,Occupancy_Status,Available_Binary
22,5,Saturday,2,Zone_A_Downtown,Overcast,3.1,0,1,97,0.460041638,Empty,Available
6,4,Friday,2,Zone_C_Shopping,Cloudy,4.2,0,0,272,0.3835,Moderate,Available
3,2,Wednesday,5,Zone_D_Residential,Cloudy,14.9,0,0,54,0,Empty,Available
13,6,Sunday,1,Zone_D_Residential,Sunny,8.2,0,0,18,0,Empty,Available
2,2,Wednesday,6,Zone_C_Shopping,Light Rain,20.5,1,0,89,0.3621,Moderate,Available
23,5,Saturday,4,Zone_A_Downtown,Sunny,16.6,0,0,188,0,Empty,Available
4,3,Thursday,6,Zone_E_Airport,Sunny,18.3,0,0,119,0.3613,Moderate,Available
15,2,Wednesday,7,Zone_D_Residential,Heavy Rain,16.2,1,0,162,0.3104,Moderate,Available
22,4,Friday,3,Zone_D_Residential,Sunny,11,0,0,136,0.0153,Empty,Available
19,2,Wednesday,11,Zone_D_Residential,Light Rain,3.4,1,0,28,0.7581,Busy,Unavailable
3,4,Friday,8,Zone_D_Residential,Overcast,13.7,0,0,191,0.2085,Empty,Available
23,6,Sunday,7,Zone_B_University,Overcast,18,0,0,35,0.0896,Empty,Available
23,2,Wednesday,1,Zone_D_Residential,Cloudy,-0.1,0,0,272,0.016,Empty,Available
1,4,Friday,6,Zone_C_Shopping,Heavy Rain,18.8,1,0,163,0.5359,Moderate,Unavailable
17,2,Wednesday,7,Zone_E_Airport,Overcast,16.6,0,0,280,0.6966,Moderate,Unavailable
18,6,Sunday,11,Zone_D_Residential,Heavy Rain,0.9,1,0,132,0.1859,Empty,Available
18,2,Wednesday,4,Zone_A_Downtown,Heavy Rain,15.9,1,0,94,0.9147,Full,Unavailable
16,1,Tuesday,2,Zone_B_University,Light Rain,11.4,1,0,278,0.4335,Moderate,Available
13,4,Friday,10,Zone_A_Downtown,Light Rain,9.8,1,0,199,0.5369,Moderate,Unavailable
18,6,Sunday,9,Zone_A_Downtown,Sunny,9.2,0,0,115,0.8223,Busy,Unavailable
21,4,Friday,7,Zone_C_Shopping,Sunny,18.9,0,1,103,0.302756846,Empty,Available
23,4,Friday,1,Zone_E_Airport,Cloudy,5.6,0,0,61,0.3757,Moderate,Available
12,0,Monday,8,Zone_A_Downtown,Sunny,14.4,0,0,96,0.5457,Moderate,Unavailable
11,6,Sunday,3,Zone_C_Shopping,Cloudy,9.9,0,0,138,0.1343,Empty,Available
5,2,Wednesday,4,Zone_E_Airport,Cloudy,15,0,0,278,0.3663,Moderate,Available
20,4,Friday,12,Zone_D_Residential,Sunny,9.5,0,0,161,0.1264,Empty,Available
3,5,Saturday,5,Zone_C_Shopping,Sunny,17.7,0,0,255,0.056,Empty,Available
18,0,Monday,1,Zone_D_Residential,Cloudy,-0.7,0,0,105,0.6781,Moderate,Unavailable
15,1,Tuesday,6,Zone_C_Shopping,Overcast,14.9,0,0,242,0.4952,Moderate,Available
12,4,Friday,10,Zone_A_Downtown,Cloudy,5.5,0,0,168,0.1867,Empty,Available
3,4,Friday,6,Zone_A_Downtown,Sunny,14.3,0,0,265,0.3188,Moderate,Available
22,0,Monday,2,Zone_A_Downtown,Cloudy,5.6,0,1,215,0.801734561,Moderate,Unavailable
16,2,Wednesday,11,Zone_B_University,Light Rain,9.7,1,0,229,0.2343,Empty,Available
22,5,Saturday,10,Zone_E_Airport,Cloudy,4.5,0,0,187,0.2065,Empty,Available
0,1,Tuesday,6,Zone_D_Residential,Heavy Rain,14.7,1,0,78,0.1991,Empty,Available
17,4,Friday,8,Zone_B_University,Sunny,13.4,0,1,44,0.783100042,Moderate,Unavailable
19,2,Wednesday,6,Zone_C_Shopping,Sunny,17.7,0,0,192,0.6974,Moderate,Unavailable
16,6,Sunday,4,Zone_B_University,Sunny,11,0,0,184,0.0322,Empty,Available
14,5,Saturday,4,Zone_D_Residential,Sunny,10.3,0,0,170,0.0549,Empty,Available
10,6,Sunday,9,Zone_D_Residential,Cloudy,14.1,0,0,72,0.2109,Empty,Available
21,5,Saturday,6,Zone_A_Downtown,Light Rain,19.5,1,0,45,0.2509,Empty,Available
12,1,Tuesday,8,Zone_A_Downtown,Light Rain,12.6,1,0,114,0.2646,Empty,Available
0,3,Thursday,8,Zone_C_Shopping,Light Rain,10.5,1,0,142,0.3088,Moderate,Available
16,5,Saturday,7,Zone_C_Shopping,Sunny,15.4,0,1,242,0.590892038,Moderate,Available
5,3,Thursday,3,Zone_B_University,Cloudy,6.3,0,0,130,0.2772,Empty,Available
3,6,Sunday,10,Zone_C_Shopping,Overcast,4.3,0,1,26,0.22209803,Empty,Available
19,5,Saturday,1,Zone_C_Shopping,Sunny,9.3,0,0,210,0.2782,Empty,Available
15,1,Tuesday,5,Zone_B_University,Light Rain,17.6,1,0,197,0.3257,Moderate,Available
14,0,Monday,10,Zone_B_University,Sunny,4.1,0,0,19,0.4354,Moderate,Available
14,1,Tuesday,10,Zone_B_University,Light Rain,8,1,0,274,0.3706,Moderate,Available
5,1,Tuesday,2,Zone_E_Airport,Overcast,3.2,0,0,154,0.3428,Moderate,Available
14,0,Monday,12,Zone_E_Airport,Cloudy,0.8,0,0,69,0.3026,Moderate,Available
13,0,Monday,10,Zone_E_Airport,Light Rain,0.4,1,0,170,0.1756,Empty,Available
10,2,Wednesday,2,Zone_D_Residential,Light Rain,9.8,1,0,202,0.5741,Moderate,Unavailable
6,5,Saturday,7,Zone_C_Shopping,Sunny,16.3,0,1,270,0.381314445,Empty,Available
8,6,Sunday,11,Zone_C_Shopping,Overcast,0.6,0,0,195,0.5426,Moderate,Unavailable
15,2,Wednesday,3,Zone_E_Airport,Sunny,11.9,0,0,182,0.35,Moderate,Available
4,0,Monday,8,Zone_A_Downtown,Sunny,10.9,0,0,135,0.2941,Empty,Available
19,3,Thursday,9,Zone_C_Shopping,Light Rain,7,1,1,25,0.724714948,Moderate,Unavailable
9,6,Sunday,8,Zone_C_Shopping,Sunny,12.9,0,0,192,0.7221,Busy,Unavailable
17,3,Thursday,6,Zone_C_Shopping,Sunny,14.4,0,0,137,0.7311,Busy,Unavailable
2,1,Tuesday,5,Zone_B_University,Sunny,15,0,0,62,0.392,Moderate,Available
12,4,Friday,3,Zone_C_Shopping,Cloudy,9.4,0,0,196,0.2525,Empty,Available
10,1,Tuesday,3,Zone_D_Residential,Sunny,9.7,0,0,255,0.7236,Busy,Unavailable
16,1,Tuesday,7,Zone_C_Shopping,Light Rain,13,1,1,270,0.770618776,Moderate,Unavailable
21,4,Friday,5,Zone_D_Residential,Cloudy,16.2,0,0,227,0.2096,Empty,Available
12,5,Saturday,12,Zone_B_University,Heavy Rain,3.7,1,0,234,0.2025,Empty,Available
5,0,Monday,6,Zone_E_Airport,Sunny,20.2,0,0,42,0.4163,Moderate,Available
16,3,Thursday,6,Zone_C_Shopping,Heavy Rain,16.5,1,0,230,0.3652,Moderate,Available
12,1,Tuesday,9,Zone_C_Shopping,Light Rain,9.4,1,0,260,0.4844,Moderate,Available
18,4,Friday,1,Zone_A_Downtown,Sunny,2.3,0,0,213,0.7898,Busy,Unavailable
20,2,Wednesday,8,Zone_A_Downtown,Sunny,9.8,0,0,205,0.1628,Empty,Available
18,1,Tuesday,10,Zone_C_Shopping,Cloudy,4.4,0,0,143,0.9858,Full,Unavailable
9,3,Thursday,5,Zone_B_University,Cloudy,19.3,0,0,175,0.9583,Full,Unavailable
2,0,Monday,6,Zone_C_Shopping,Heavy Rain,20.4,1,0,47,0.3297,Moderate,Available
13,1,Tuesday,6,Zone_A_Downtown,Sunny,19.2,0,0,25,0.528,Moderate,Unavailable
18,1,Tuesday,1,Zone_D_Residential,Sunny,-4.9,0,0,229,0.663,Moderate,Unavailable
4,5,Saturday,3,Zone_D_Residential,Cloudy,7.7,0,0,256,0,Empty,Available
4,4,Friday,12,Zone_A_Downtown,Cloudy,3.4,0,0,298,0.3998,Moderate,Available
19,2,Wednesday,6,Zone_C_Shopping,Cloudy,23.1,0,0,260,0.7666,Busy,Unavailable
16,2,Wednesday,11,Zone_D_Residential,Cloudy,3,0,0,204,0.2606,Empty,Available
20,6,Sunday,11,Zone_C_Shopping,Heavy Rain,3.4,1,0,86,0.0959,Empty,Available
9,0,Monday,9,Zone_B_University,Overcast,9.7,0,0,259,0.5,Moderate,Unavailable
4,6,Sunday,6,Zone_C_Shopping,Cloudy,14.1,0,0,97,0.0395,Empty,Available
3,3,Thursday,12,Zone_A_Downtown,Light Rain,3.1,1,0,128,0.2555,Empty,Available
5,0,Monday,6,Zone_B_University,Sunny,13.4,0,1,278,0.404878396,Empty,Available
3,1,Tuesday,1,Zone_A_Downtown,Light Rain,2.8,1,0,83,0.346,Moderate,Available
6,1,Tuesday,9,Zone_C_Shopping,Light Rain,10.3,1,0,175,0.4422,Moderate,Available
6,2,Wednesday,4,Zone_A_Downtown,Heavy Rain,14.1,1,0,121,0.2304,Empty,Available
17,3,Thursday,2,Zone_E_Airport,Sunny,2.1,0,0,154,0.7923,Busy,Unavailable
2,4,Friday,1,Zone_B_University,Light Rain,0.9,1,0,164,0.4014,Moderate,Available
0,3,Thursday,3,Zone_A_Downtown,Heavy Rain,12.1,1,0,113,0.446,Moderate,Available
23,1,Tuesday,3,Zone_C_Shopping,Light Rain,10.2,1,0,181,0.272,Empty,Available
3,4,Friday,5,Zone_B_University,Cloudy,14.8,0,1,158,0.445328147,Empty,Available
5,3,Thursday,1,Zone_C_Shopping,Sunny,-0.1,0,0,173,0.2936,Empty,Available
8,3,Thursday,7,Zone_B_University,Sunny,19.3,0,0,58,0.9164,Full,Unavailable
21,4,Friday,1,Zone_A_Downtown,Sunny,3.2,0,0,101,0.1678,Empty,Available
13,1,Tuesday,4,Zone_B_University,Cloudy,10.6,0,0,98,0.2474,Empty,Available
11,3,Thursday,6,Zone_B_University,Sunny,17.4,0,0,110,0.4449,Moderate,Available
19,4,Friday,1,Zone_A_Downtown,Heavy Rain,0.7,1,0,254,0.7628,Busy,Unavailable
23,5,Saturday,7,Zone_D_Residential,Light Rain,17.8,1,0,231,0.185,Empty,Available
3,5,Saturday,10,Zone_C_Shopping,Light Rain,9.8,1,0,253,0.3631,Moderate,Available
20,1,Tuesday,7,Zone_C_Shopping,Light Rain,13.7,1,0,86,0.3163,Moderate,Available
23,4,Friday,3,Zone_C_Shopping,Light Rain,10.5,1,0,195,0.4694,Moderate,Available
11,5,Saturday,4,Zone_C_Shopping,Light Rain,14.4,1,0,187,0.1434,Empty,Available
9,4,Friday,6,Zone_E_Airport,Sunny,11.6,0,0,206,0.6115,Moderate,Unavailable
21,3,Thursday,11,Zone_A_Downtown,Cloudy,5.6,0,0,108,0.5024,Moderate,Unavailable
6,1,Tuesday,7,Zone_A_Downtown,Sunny,23.2,0,0,166,0.2901,Empty,Available
2,5,Saturday,4,Zone_A_Downtown,Cloudy,14.4,0,0,173,0.098,Empty,Available
22,6,Sunday,10,Zone_A_Downtown,Light Rain,10.1,1,0,29,0.4709,Moderate,Available
13,3,Thursday,11,Zone_A_Downtown,Cloudy,-0.7,0,1,133,0.342832312,Empty,Available
23,6,Sunday,9,Zone_C_Shopping,Sunny,7.8,0,0,35,0.1058,Empty,Available
9,6,Sunday,9,Zone_C_Shopping,Overcast,10.2,0,0,35,0.4432,Moderate,Available
15,0,Monday,9,Zone_E_Airport,Overcast,7.4,0,0,235,0.2816,Empty,Available
15,0,Monday,12,Zone_A_Downtown,Sunny,2.1,0,0,120,0.3105,Moderate,Available
21,1,Tuesday,10,Zone_B_University,Light Rain,9,1,1,247,0.62484315,Moderate,Available
9,5,Saturday,6,Zone_E_Airport,Cloudy,15.4,0,0,79,0.7527,Busy,Unavailable
12,5,Saturday,2,Zone_D_Residential,Sunny,9.1,0,0,163,0.0488,Empty,Available
5,5,Saturday,2,Zone_C_Shopping,Heavy Rain,0.2,1,0,197,0.0906,Empty,Available
11,4,Friday,11,Zone_C_Shopping,Light Rain,1.4,1,0,83,0.5149,Moderate,Unavailable
8,3,Thursday,4,Zone_D_Residential,Overcast,13.4,0,0,221,0.6719,Moderate,Unavailable
12,5,Saturday,9,Zone_C_Shopping,Sunny,7.2,0,0,124,0.1337,Empty,Available
3,3,Thursday,3,Zone_A_Downtown,Overcast,8.3,0,0,296,0.2254,Empty,Available
23,1,Tuesday,6,Zone_D_Residential,Heavy Rain,22.2,1,0,69,0.0303,Empty,Available
10,6,Sunday,2,Zone_C_Shopping,Sunny,9.7,0,0,127,0.6757,Moderate,Unavailable
19,5,Saturday,1,Zone_A_Downtown,Sunny,5.2,0,0,227,0.7113,Busy,Unavailable
17,1,Tuesday,12,Zone_C_Shopping,Overcast,5.1,0,1,60,0.774450972,Moderate,Unavailable
10,5,Saturday,5,Zone_B_University,Light Rain,15.1,1,0,84,0.6519,Moderate,Unavailable
20,0,Monday,8,Zone_E_Airport,Cloudy,10.3,0,0,196,0.1664,Empty,Available
3,2,Wednesday,10,Zone_A_Downtown,Sunny,3.6,0,0,187,0.1752,Empty,Available
17,1,Tuesday,10,Zone_E_Airport,Sunny,4,0,0,223,0.5597,Moderate,Unavailable
0,5,Saturday,2,Zone_C_Shopping,Cloudy,4.2,0,0,237,0.0624,Empty,Available
6,2,Wednesday,10,Zone_B_University,Cloudy,7.6,0,1,110,0.638045683,Moderate,Available
5,1,Tuesday,9,Zone_A_Downtown,Sunny,11,0,1,134,0.628563959,Moderate,Available
14,4,Friday,12,Zone_D_Residential,Sunny,1.5,0,0,50,0.2218,Empty,Available
17,5,Saturday,8,Zone_E_Airport,Heavy Rain,13.7,1,0,48,0.3399,Moderate,Available
23,4,Friday,3,Zone_B_University,Sunny,13.3,0,0,69,0.1344,Empty,Available
10,0,Monday,1,Zone_A_Downtown,Heavy Rain,-0.8,1,0,37,0.8569,Busy,Unavailable
19,5,Saturday,4,Zone_C_Shopping,Sunny,16.4,0,0,267,0.3809,Moderate,Available
23,6,Sunday,8,Zone_D_Residential,Cloudy,7.7,0,0,58,0.1252,Empty,Available
14,0,Monday,3,Zone_A_Downtown,Cloudy,8.3,0,0,114,0.1788,Empty,Available
15,2,Wednesday,10,Zone_C_Shopping,Cloudy,10.5,0,0,42,0.4106,Moderate,Available
6,1,Tuesday,12,Zone_C_Shopping,Cloudy,2.9,0,1,78,0.518052298,Empty,Available
20,3,Thursday,2,Zone_B_University,Overcast,4.6,0,0,185,0.4618,Moderate,Available
9,0,Monday,7,Zone_C_Shopping,Light Rain,19.7,1,0,155,0.7541,Busy,Unavailable
11,3,Thursday,4,Zone_A_Downtown,Heavy Rain,15.8,1,0,86,0.5085,Moderate,Unavailable
23,3,Thursday,6,Zone_D_Residential,Cloudy,19.7,0,0,57,0.1367,Empty,Available
13,1,Tuesday,5,Zone_C_Shopping,Sunny,16.3,0,0,254,0.2607,Empty,Available
4,2,Wednesday,2,Zone_C_Shopping,Sunny,8.9,0,0,283,0.4855,Moderate,Available
20,1,Tuesday,10,Zone_B_University,Light Rain,4.1,1,0,233,0.31,Moderate,Available
17,5,Saturday,2,Zone_B_University,Sunny,3.9,0,0,153,0.7595,Busy,Unavailable
4,0,Monday,9,Zone_D_Residential,Cloudy,15.6,0,0,214,0,Empty,Available
2,3,Thursday,11,Zone_C_Shopping,Cloudy,1.6,0,0,168,0.1251,Empty,Available
22,1,Tuesday,10,Zone_C_Shopping,Cloudy,-0.1,0,0,228,0.2752,Empty,Available
4,1,Tuesday,2,Zone_C_Shopping,Sunny,9.2,0,0,64,0.3342,Moderate,Available
23,1,Tuesday,8,Zone_B_University,Cloudy,18.1,0,0,63,0.3734,Moderate,Available
16,0,Monday,8,Zone_B_University,Sunny,13.3,0,0,258,0.1446,Empty,Available
18,2,Wednesday,1,Zone_A_Downtown,Sunny,-3.2,0,0,283,0.972,Full,Unavailable
18,6,Sunday,1,Zone_A_Downtown,Cloudy,2.9,0,0,277,0.5153,Moderate,Unavailable
20,1,Tuesday,4,Zone_D_Residential,Sunny,20.2,0,0,258,0.3321,Moderate,Available
11,0,Monday,2,Zone_A_Downtown,Sunny,6.6,0,0,185,0.2834,Empty,Available
8,3,Thursday,12,Zone_A_Downtown,Sunny,4.3,0,0,56,0.636,Moderate,Unavailable
0,5,Saturday,1,Zone_D_Residential,Sunny,5.6,0,0,27,0,Empty,Available
17,6,Sunday,9,Zone_A_Downtown,Sunny,12.9,0,0,282,0.7173,Busy,Unavailable
20,4,Friday,3,Zone_C_Shopping,Light Rain,15.6,1,0,218,0.362,Moderate,Available
3,6,Sunday,1,Zone_B_University,Light Rain,6.3,1,0,273,0.1836,Empty,Available
9,6,Sunday,2,Zone_A_Downtown,Sunny,5.8,0,0,214,0.7246,Busy,Unavailable
6,0,Monday,8,Zone_B_University,Cloudy,10.7,0,1,173,0.728766333,Moderate,Unavailable
21,4,Friday,5,Zone_A_Downtown,Heavy Rain,18.2,1,0,214,0.3083,Moderate,Available
22,1,Tuesday,11,Zone_D_Residential,Cloudy,2.5,0,0,294,0.0223,Empty,Available
0,1,Tuesday,7,Zone_C_Shopping,Sunny,19.1,0,0,106,0.3382,Moderate,Available
16,6,Sunday,6,Zone_A_Downtown,Light Rain,15.4,1,0,82,0.2677,Empty,Available
23,0,Monday,1,Zone_A_Downtown,Cloudy,2.2,0,0,78,0.1748,Empty,Available
1,4,Friday,6,Zone_B_University,Sunny,18,0,0,158,0.3388,Moderate,Available
10,1,Tuesday,11,Zone_A_Downtown,Sunny,0.3,0,0,288,0.9058,Full,Unavailable
8,3,Thursday,7,Zone_B_University,Sunny,17,0,0,82,0.9519,Full,Unavailable
6,2,Wednesday,4,Zone_C_Shopping,Cloudy,16.4,0,0,249,0.4982,Moderate,Available
21,2,Wednesday,8,Zone_D_Residential,Sunny,19.7,0,0,137,0.1186,Empty,Available
16,1,Tuesday,8,Zone_B_University,Sunny,11.8,0,0,67,0.3341,Moderate,Available
16,4,Friday,7,Zone_D_Residential,Overcast,19.6,0,0,41,0,Empty,Available
1,5,Saturday,11,Zone_E_Airport,Sunny,-2.9,0,0,50,0.2084,Empty,Available
5,1,Tuesday,2,Zone_A_Downtown,Cloudy,6,0,0,114,0.1893,Empty,Available
13,5,Saturday,6,Zone_D_Residential,Overcast,18.2,0,0,155,0.1139,Empty,Available
5,5,Saturday,6,Zone_D_Residential,Overcast,20.4,0,0,190,0,Empty,Available
1,4,Friday,12,Zone_B_University,Cloudy,0.4,0,0,202,0.265,Empty,Available
0,5,Saturday,12,Zone_E_Airport,Overcast,2.7,0,0,220,0,Empty,Available
9,3,Thursday,7,Zone_B_University,Overcast,20.3,0,0,120,0.9184,Full,Unavailable
20,4,Friday,6,Zone_B_University,Overcast,14.6,0,0,115,0.522,Moderate,Unavailable
4,1,Tuesday,2,Zone_D_Residential,Sunny,0.1,0,0,125,0.3393,Moderate,Available
1,6,Sunday,8,Zone_B_University,Sunny,17.2,0,0,193,0.2459,Empty,Available
21,3,Thursday,4,Zone_B_University,Sunny,11,0,0,28,0.1744,Empty,Available
15,0,Monday,9,Zone_A_Downtown,Overcast,11.4,0,0,265,0.3045,Moderate,Available
1,2,Wednesday,8,Zone_D_Residential,Light Rain,19.9,1,0,185,0.0954,Empty,Available
9,1,Tuesday,3,Zone_D_Residential,Sunny,12.5,0,0,273,0.7335,Busy,Unavailable
1,1,Tuesday,3,Zone_C_Shopping,Sunny,7.1,0,1,167,0.56230979,Empty,Available
15,1,Tuesday,8,Zone_E_Airport,Light Rain,9.6,1,0,48,0.4001,Moderate,Available
15,3,Thursday,2,Zone_B_University,Cloudy,3.7,0,0,212,0.1335,Empty,Available
18,0,Monday,9,Zone_A_Downtown,Light Rain,10.5,1,0,246,1,Full,Unavailable
6,6,Sunday,4,Zone_C_Shopping,Light Rain,13.3,1,0,207,0.2865,Empty,Available
21,4,Friday,6,Zone_D_Residential,Sunny,22.1,0,0,202,0.2177,Empty,Available
11,0,Monday,3,Zone_A_Downtown,Heavy Rain,12,1,0,252,0.5442,Moderate,Unavailable
23,3,Thursday,3,Zone_A_Downtown,Heavy Rain,7.8,1,0,223,0.4137,Moderate,Available
14,1,Tuesday,3,Zone_D_Residential,Heavy Rain,12.5,1,0,219,0.025,Empty,Available
7,2,Wednesday,11,Zone_E_Airport,Sunny,7.6,0,0,119,0.4762,Moderate,Available
5,1,Tuesday,10,Zone_C_Shopping,Overcast,5.1,0,0,256,0.1235,Empty,Available
9,4,Friday,12,Zone_B_University,Sunny,3.4,0,0,111,0.5182,Moderate,Unavailable
2,5,Saturday,12,Zone_E_Airport,Cloudy,-0.6,0,0,129,0,Empty,Available
18,2,Wednesday,2,Zone_E_Airport,Cloudy,5.6,0,0,53,0.6965,Moderate,Unavailable
16,1,Tuesday,8,Zone_C_Shopping,Sunny,11.3,0,1,124,0.533801884,Moderate,Available
6,6,Sunday,9,Zone_D_Residential,Light Rain,13.7,1,0,206,0,Empty,Available
20,2,Wednesday,8,Zone_D_Residential,Sunny,12.5,0,0,180,0.3327,Moderate,Available
19,5,Saturday,10,Zone_E_Airport,Light Rain,7.3,1,0,87,0.8479,Busy,Unavailable
3,0,Monday,3,Zone_D_Residential,Sunny,11.9,0,0,126,0.0619,Empty,Available
13,3,Thursday,7,Zone_C_Shopping,Cloudy,26.3,0,0,79,0.3635,Moderate,Available
19,1,Tuesday,11,Zone_C_Shopping,Cloudy,2.3,0,0,116,0.8393,Busy,Unavailable
21,4,Friday,10,Zone_C_Shopping,Cloudy,3.7,0,0,69,0.2439,Empty,Available
14,0,Monday,2,Zone_C_Shopping,Light Rain,5.8,1,0,208,0.2597,Empty,Available
23,1,Tuesday,4,Zone_D_Residential,Sunny,11.4,0,0,88,0.0525,Empty,Available
7,0,Monday,12,Zone_E_Airport,Sunny,0.5,0,0,198,0.4082,Moderate,Available
20,4,Friday,6,Zone_C_Shopping,Sunny,20.2,0,1,56,0.437177689,Empty,Available
14,1,Tuesday,11,Zone_C_Shopping,Overcast,1.1,0,0,113,0.3861,Moderate,Available
21,5,Saturday,5,Zone_B_University,Overcast,18.6,0,0,142,0.2062,Empty,Available
19,5,Saturday,9,Zone_C_Shopping,Overcast,11.8,0,0,27,0.4235,Moderate,Available
13,4,Friday,10,Zone_C_Shopping,Sunny,6.7,0,0,113,0.1832,Empty,Available
8,2,Wednesday,4,Zone_A_Downtown,Cloudy,16,0,0,154,0.5685,Moderate,Unavailable
7,4,Friday,5,Zone_C_Shopping,Cloudy,16,0,0,218,0.1096,Empty,Available
16,2,Wednesday,4,Zone_A_Downtown,Light Rain,8,1,0,154,0.2105,Empty,Available
1,1,Tuesday,8,Zone_A_Downtown,Cloudy,14.2,0,0,234,0.2525,Empty,Available
23,2,Wednesday,8,Zone_D_Residential,Sunny,14.2,0,0,247,0.2354,Empty,Available
2,1,Tuesday,3,Zone_B_University,Cloudy,8.9,0,0,146,0.192,Empty,Available
7,1,Tuesday,1,Zone_B_University,Light Rain,5,1,0,173,0.3964,Moderate,Available
11,6,Sunday,6,Zone_A_Downtown,Heavy Rain,20.3,1,0,137,0.1722,Empty,Available
0,3,Thursday,2,Zone_A_Downtown,Light Rain,6.7,1,0,257,0.4109,Moderate,Available
9,1,Tuesday,2,Zone_D_Residential,Cloudy,6.3,0,0,248,0.6439,Moderate,Unavailable
19,2,Wednesday,3,Zone_C_Shopping,Cloudy,13.7,0,0,104,0.5674,Moderate,Unavailable
2,3,Thursday,8,Zone_E_Airport,Cloudy,10.8,0,0,261,0.2192,Empty,Available
5,3,Thursday,3,Zone_B_University,Light Rain,9,1,1,162,0.787425971,Moderate,Available
6,1,Tuesday,7,Zone_B_University,Sunny,19.9,0,0,257,0.3485,Moderate,Available
19,4,Friday,10,Zone_B_University,Cloudy,7.6,0,0,62,0.4687,Moderate,Available
22,4,Friday,10,Zone_D_Residential,Light Rain,5.3,1,0,237,0.3037,Moderate,Available
17,5,Saturday,9,Zone_C_Shopping,Overcast,11.2,0,0,150,0.4041,Moderate,Available
10,3,Thursday,8,Zone_E_Airport,Sunny,12.4,0,0,215,0.7547,Busy,Unavailable
18,1,Tuesday,1,Zone_C_Shopping,Sunny,3.6,0,0,253,0.517,Moderate,Unavailable
4,6,Sunday,7,Zone_C_Shopping,Overcast,19,0,1,74,0.382207176,Empty,Available
18,4,Friday,7,Zone_D_Residential,Sunny,20.8,0,1,294,0.865431646,Moderate,Unavailable
10,6,Sunday,8,Zone_E_Airport,Sunny,16,0,0,31,0.5721,Moderate,Unavailable
23,1,Tuesday,10,Zone_B_University,Light Rain,10.1,1,0,181,0.5592,Moderate,Unavailable
11,1,Tuesday,5,Zone_A_Downtown,Light Rain,12.6,1,0,69,0.3179,Moderate,Available
9,3,Thursday,10,Zone_C_Shopping,Sunny,-0.6,0,0,91,0.9676,Full,Unavailable
7,6,Sunday,9,Zone_C_Shopping,Sunny,3.5,0,0,45,0.1538,Empty,Available
23,5,Saturday,9,Zone_E_Airport,Overcast,13.3,0,0,115,0,Empty,Available
8,3,Thursday,8,Zone_C_Shopping,Sunny,15.8,0,0,42,0.8181,Busy,Unavailable
3,0,Monday,6,Zone_A_Downtown,Cloudy,15.8,0,1,46,0.602282205,Moderate,Available
4,6,Sunday,6,Zone_E_Airport,Sunny,16.8,0,0,277,0.1036,Empty,Available
20,4,Friday,1,Zone_D_Residential,Heavy Rain,4.1,1,0,220,0.0234,Empty,Available
7,4,Friday,6,Zone_A_Downtown,Light Rain,15.8,1,0,284,0.4944,Moderate,Available
22,4,Friday,4,Zone_E_Airport,Overcast,11.5,0,1,87,0.348362762,Empty,Available
8,2,Wednesday,4,Zone_B_University,Cloudy,12,0,0,84,0.6232,Moderate,Unavailable
14,1,Tuesday,2,Zone_B_University,Sunny,3.8,0,1,193,0.797444616,Moderate,Unavailable
14,3,Thursday,11,Zone_E_Airport,Sunny,3.2,0,1,221,0.422186675,Empty,Available
15,4,Friday,4,Zone_C_Shopping,Sunny,19,0,0,44,0.2247,Empty,Available
13,0,Monday,5,Zone_A_Downtown,Light Rain,13.9,1,0,158,0.5766,Moderate,Unavailable
7,4,Friday,12,Zone_B_University,Heavy Rain,1.8,1,0,173,0.3276,Moderate,Available
17,5,Saturday,5,Zone_D_Residential,Sunny,18.3,0,1,260,0.537454534,Empty,Available
9,1,Tuesday,5,Zone_A_Downtown,Cloudy,18.5,0,1,282,1,Full,Unavailable
19,6,Sunday,4,Zone_C_Shopping,Heavy Rain,12.5,1,0,227,0.5577,Moderate,Unavailable
5,1,Tuesday,1,Zone_C_Shopping,Heavy Rain,4.9,1,0,273,0.5551,Moderate,Unavailable
11,6,Sunday,10,Zone_B_University,Sunny,7.3,0,0,81,0.095,Empty,Available
1,6,Sunday,8,Zone_C_Shopping,Sunny,12.6,0,0,274,0.1808,Empty,Available
6,3,Thursday,3,Zone_E_Airport,Heavy Rain,5.9,1,0,290,0.2501,Empty,Available
15,2,Wednesday,2,Zone_C_Shopping,Sunny,2.6,0,0,264,0.2101,Empty,Available
2,6,Sunday,9,Zone_B_University,Cloudy,12.2,0,0,59,0,Empty,Available
12,6,Sunday,7,Zone_B_University,Sunny,21.2,0,0,42,0.0099,Empty,Available
2,3,Thursday,9,Zone_C_Shopping,Heavy Rain,10,1,0,243,0.36,Moderate,Available
17,4,Friday,2,Zone_E_Airport,Cloudy,10.2,0,0,252,0.6764,Moderate,Unavailable
10,5,Saturday,9,Zone_B_University,Cloudy,9.8,0,0,200,0.793,Busy,Unavailable
7,0,Monday,10,Zone_B_University,Light Rain,2.6,1,0,132,0.1822,Empty,Available
5,3,Thursday,9,Zone_B_University,Light Rain,9.4,1,1,287,0.609169629,Moderate,Available
0,2,Wednesday,11,Zone_C_Shopping,Light Rain,7.5,1,0,140,0.2324,Empty,Available
